label,NOSE_x,NOSE_y,NOSE_z,NOSE_visibility,LEFT_SHOULDER_x,LEFT_SHOULDER_y,LEFT_SHOULDER_z,LEFT_SHOULDER_visibility,RIGHT_SHOULDER_x,RIGHT_SHOULDER_y,RIGHT_SHOULDER_z,RIGHT_SHOULDER_visibility,LEFT_HIP_x,LEFT_HIP_y,LEFT_HIP_z,LEFT_HIP_visibility,RIGHT_HIP_x,RIGHT_HIP_y,RIGHT_HIP_z,RIGHT_HIP_visibility,LEFT_KNEE_x,LEFT_KNEE_y,LEFT_KNEE_z,LEFT_KNEE_visibility,RIGHT_KNEE_x,RIGHT_KNEE_y,RIGHT_KNEE_z,RIGHT_KNEE_visibility,LEFT_ANKLE_x,LEFT_ANKLE_y,LEFT_ANKLE_z,LEFT_ANKLE_visibility,RIGHT_ANKLE_x,RIGHT_ANKLE_y,RIGHT_ANKLE_z,RIGHT_ANKLE_visibility,SUB_ID
1,0.49235865473747253,0.2880144417285919,-0.25274428725242615,0.9999936819076538,0.5354058146476746,0.37435024976730347,-0.07734756916761398,0.9999828338623047,0.4523816704750061,0.37703007459640503,-0.056640513241291046,0.9999643564224243,0.5189253091812134,0.6050673127174377,-0.006904879584908485,0.9996989965438843,0.4742601811885834,0.6043992042541504,0.00689820246770978,0.9997608065605164,0.5223413109779358,0.7683024406433105,-0.02552575245499611,0.9951364398002625,0.4718150794506073,0.7688289880752563,0.008792664855718613,0.9945868253707886,0.5123276710510254,0.9124813079833984,0.16020575165748596,0.9882060289382935,0.48627540469169617,0.914610743522644,0.16938988864421844,0.9930242300033569,0
1,0.49243277311325073,0.2898167073726654,-0.22902697324752808,0.9999925494194031,0.5354071855545044,0.37438443303108215,-0.04823971912264824,0.9999803304672241,0.45237892866134644,0.37829673290252686,-0.053649723529815674,0.9999616742134094,0.5190623998641968,0.6063360571861267,0.0043973554857075214,0.9996816515922546,0.47423309087753296,0.6057777404785156,-0.004428766202181578,0.9997464418411255,0.5223435759544373,0.7697750926017761,-0.015204920433461666,0.9949394464492798,0.4735991656780243,0.7704988121986389,-0.008767258375883102,0.9946699142456055,0.5124567747116089,0.9131483435630798,0.16046328842639923,0.9880551099777222,0.48641151189804077,0.915192186832428,0.14443208277225494,0.9929850101470947,0
1,0.4924985468387604,0.2930930256843567,-0.23593172430992126,0.9999918341636658,0.53538578748703,0.3758159875869751,-0.0555947944521904,0.9999788999557495,0.45235100388526917,0.3815850615501404,-0.05426029488444328,0.9999583959579468,0.5190627574920654,0.6100006699562073,0.003541709389537573,0.9996598362922668,0.4739650785923004,0.60854172706604,-0.0035725135821849108,0.999718964099884,0.5227627158164978,0.7723924517631531,-0.016984809190034866,0.9948960542678833,0.47390544414520264,0.7741420269012451,-0.004440247546881437,0.9946966171264648,0.5126811861991882,0.9132208824157715,0.1662355363368988,0.9878793358802795,0.48653823137283325,0.9152002334594727,0.15050777792930603,0.9927815198898315,0
1,0.49264848232269287,0.29660648107528687,-0.25378912687301636,0.9999883770942688,0.5354005694389343,0.38145843148231506,-0.057004399597644806,0.9999710917472839,0.45190900564193726,0.3862529397010803,-0.07188030332326889,0.9999511241912842,0.5191845893859863,0.6151608228683472,0.0034873266704380512,0.9995988011360168,0.47386792302131653,0.6133822202682495,-0.003506759647279978,0.9996697306632996,0.5239298343658447,0.7739260792732239,-0.017671598121523857,0.9947468638420105,0.4738961458206177,0.7781180739402771,-0.0030878535471856594,0.9946792125701904,0.5128054022789001,0.9135555028915405,0.17616012692451477,0.9874701499938965,0.4866803288459778,0.9155065417289734,0.16639381647109985,0.9925563931465149,0
1,0.492674857378006,0.3021126985549927,-0.24456793069839478,0.9999826550483704,0.5354054570198059,0.38798439502716064,-0.05509581044316292,0.9999598860740662,0.4518668055534363,0.3925720453262329,-0.06884773075580597,0.9999422430992126,0.5192933678627014,0.6241961121559143,0.004986547399312258,0.9995346665382385,0.4736971855163574,0.6221143007278442,-0.0049959891475737095,0.9996158480644226,0.5257907509803772,0.7772865891456604,-0.018229182809591293,0.9944900274276733,0.47254717350006104,0.7820832133293152,-0.0019556055776774883,0.9946675896644592,0.5129870176315308,0.9147560596466064,0.17905861139297485,0.9868077635765076,0.48668330907821655,0.9159412980079651,0.17194047570228577,0.9922340512275696,0
1,0.4926820695400238,0.30963900685310364,-0.24969223141670227,0.9999772310256958,0.5354547500610352,0.39491206407546997,-0.05732179805636406,0.9999475479125977,0.45178112387657166,0.39856135845184326,-0.0735989362001419,0.9999319314956665,0.5194109678268433,0.6287959814071655,0.004832711536437273,0.999487042427063,0.4733589291572571,0.6272431015968323,-0.004838280845433474,0.9995758533477783,0.5274731516838074,0.7828641533851624,-0.018490541726350784,0.994304895401001,0.47147801518440247,0.7881714105606079,0.0004976334166713059,0.9946858882904053,0.5129873156547546,0.9159093499183655,0.2025383859872818,0.985904335975647,0.48676949739456177,0.9162322282791138,0.19251380860805511,0.9919254183769226,0
1,0.49268007278442383,0.3165947496891022,-0.24737510085105896,0.9999709725379944,0.5353973507881165,0.40167203545570374,-0.0574367493391037,0.9999297261238098,0.45173704624176025,0.4058728814125061,-0.07150179892778397,0.9999147057533264,0.5194553136825562,0.6342893242835999,0.005813599564135075,0.9994413256645203,0.47306138277053833,0.6337586641311646,-0.00582209974527359,0.9995360374450684,0.5290740728378296,0.7862991094589233,-0.03097587265074253,0.9938071966171265,0.4700489640235901,0.7932023406028748,-0.007976969704031944,0.9945781826972961,0.5132432579994202,0.9165098071098328,0.19334067404270172,0.9841744899749756,0.48674720525741577,0.9174456000328064,0.1850852370262146,0.9912979602813721,0
1,0.492715448141098,0.32609596848487854,-0.23783347010612488,0.9999602437019348,0.5350733399391174,0.40772706270217896,-0.05367603152990341,0.9999004602432251,0.45173829793930054,0.411481648683548,-0.06996682286262512,0.9998922348022461,0.5195707082748413,0.6384779214859009,0.007104143965989351,0.9994091987609863,0.4729577898979187,0.6392655372619629,-0.007114014122635126,0.9995036125183105,0.5304399728775024,0.792236864566803,-0.052882350981235504,0.993175745010376,0.46953555941581726,0.7999895811080933,-0.022974278777837753,0.9943495988845825,0.5132371187210083,0.9179370403289795,0.18773780763149261,0.9815808534622192,0.48667922616004944,0.919819712638855,0.18440990149974823,0.990364670753479,0
1,0.4926786422729492,0.3344244360923767,-0.23900197446346283,0.9999500513076782,0.5342962741851807,0.41280263662338257,-0.05592524632811546,0.9998669028282166,0.451453298330307,0.41851291060447693,-0.07248327136039734,0.9998584985733032,0.5195815563201904,0.6431325078010559,0.006577236577868462,0.9993987083435059,0.4726676642894745,0.6452253460884094,-0.006582236383110285,0.9994837641716003,0.5308688879013062,0.7969946265220642,-0.08029782772064209,0.9929250478744507,0.4686214029788971,0.8038055896759033,-0.03365876525640488,0.9942726492881775,0.5128699541091919,0.9181787967681885,0.163084015250206,0.9800089001655579,0.4863652288913727,0.9206272959709167,0.18194791674613953,0.989595353603363,0
1,0.49255168437957764,0.3435095548629761,-0.2399953007698059,0.9999376535415649,0.5335487723350525,0.4195335805416107,-0.06082626432180405,0.9998330473899841,0.4512692093849182,0.42720770835876465,-0.07378362864255905,0.9998168349266052,0.5196059942245483,0.6472587585449219,0.006410773377865553,0.9993656277656555,0.47238150238990784,0.6500309109687805,-0.006400825921446085,0.9994492530822754,0.5309017300605774,0.7994483113288879,-0.08026770502328873,0.9924513101577759,0.4676514267921448,0.8056442737579346,-0.03023136407136917,0.9940240383148193,0.512822151184082,0.9187825918197632,0.15634123980998993,0.9776383638381958,0.4864816665649414,0.9221758842468262,0.18011973798274994,0.9885738492012024,0
